FIELD,YEAR,PLAYER,RANK,CHANGE,NEW,SPEC_SCORE
SSBM,2014,Gravy,84,17,True,6.8389999999999995
SSBM,2014,Tai,85,-14,False,6.835
SSBM,2014,Lucien,86,-37,False,6.827000000000001
SSBM,2014,Lord HDL,87,14,True,6.819
SSBM,2014,Trail,88,1,False,6.815
SSBM,2014,Scar,89,-27,False,6.809
SSBM,2014,Laudandus,90,11,True,6.8020000000000005
SSBM,2014,Toph,91,4,False,6.791
SSBM,2014,Alex19,92,9,True,6.79
SSBM,2014,Connor,93,-33,False,6.746
SSBM,2014,Bizzarro Flame,94,2,False,6.742999999999999
SSBM,2014,Hyprid,95,2,False,6.721
SSBM,2014,Azusa,96,5,True,6.716
SSBM,2014,Mojo,97,4,True,6.715
SSBM,2014,Milkman,98,3,True,6.7
SSBM,2014,Frootloop,99,-19,False,6.686
SSBM,2014,ESAM,100,-7,False,6.683
